method,size,range,distribution,ordered,time
mergeSort,4000000,50000,right_skewed,True,9.723310232162476
binarySort,4000000,50000,right_skewed,True,3.0442516803741455
quickSort,5000000,50000,right_skewed,True,6.502124786376953
mergeSort,5000000,50000,right_skewed,True,12.69943356513977
binarySort,5000000,50000,right_skewed,True,3.5944108963012695
quickSort,6000000,50000,right_skewed,True,8.255270719528198
mergeSort,6000000,50000,right_skewed,True,15.769320726394653
binarySort,6000000,50000,right_skewed,True,4.448307514190674
quickSort,7000000,50000,right_skewed,True,10.06163215637207
mergeSort,7000000,50000,right_skewed,True,19.615341424942017
binarySort,7000000,50000,right_skewed,True,6.096483469009399
quickSort,8000000,50000,right_skewed,True,12.20753002166748
mergeSort,8000000,50000,right_skewed,True,22.301099061965942
binarySort,8000000,50000,right_skewed,True,5.838815927505493
quickSort,9000000,50000,right_skewed,True,12.056874513626099
mergeSort,9000000,50000,right_skewed,True,23.647356748580933
binarySort,9000000,50000,right_skewed,True,6.499676942825317
quickSort,10000000,50000,right_skewed,True,13.769877910614014
mergeSort,10000000,50000,right_skewed,True,26.721722841262817
binarySort,10000000,50000,right_skewed,True,7.284517765045166
quickSort,1000000,100000,right_skewed,True,0.9968161582946777
mergeSort,1000000,100000,right_skewed,True,2.132845163345337
binarySort,1000000,100000,right_skewed,True,0.6629476547241211
quickSort,2000000,100000,right_skewed,True,2.1420934200286865
mergeSort,2000000,100000,right_skewed,True,4.56618332862854
binarySort,2000000,100000,right_skewed,True,1.5055294036865234
quickSort,3000000,100000,right_skewed,True,3.5434224605560303
mergeSort,3000000,100000,right_skewed,True,7.151477575302124
binarySort,3000000,100000,right_skewed,True,2.4217846393585205
quickSort,4000000,100000,right_skewed,True,5.061453104019165
mergeSort,4000000,100000,right_skewed,True,9.757117748260498
binarySort,4000000,100000,right_skewed,True,3.2251150608062744
quickSort,5000000,100000,right_skewed,True,6.075894355773926
mergeSort,5000000,100000,right_skewed,True,12.625309944152832
binarySort,5000000,100000,right_skewed,True,3.8885116577148438
quickSort,6000000,100000,right_skewed,True,7.923490285873413
mergeSort,6000000,100000,right_skewed,True,15.359707117080688
binarySort,6000000,100000,right_skewed,True,4.558203458786011
quickSort,7000000,100000,right_skewed,True,9.348411083221436
mergeSort,7000000,100000,right_skewed,True,18.092713117599487
binarySort,7000000,100000,right_skewed,True,5.323098659515381
quickSort,8000000,100000,right_skewed,True,11.343729257583618
mergeSort,8000000,100000,right_skewed,True,20.832446575164795
binarySort,8000000,100000,right_skewed,True,6.20449686050415
quickSort,9000000,100000,right_skewed,True,13.021426439285278
mergeSort,9000000,100000,right_skewed,True,23.67690086364746
binarySort,9000000,100000,right_skewed,True,6.957205533981323
quickSort,10000000,100000,right_skewed,True,14.548671245574951
mergeSort,10000000,100000,right_skewed,True,27.173418521881104
binarySort,10000000,100000,right_skewed,True,8.134046792984009
quickSort,1000000,200000,right_skewed,True,1.0950512886047363
mergeSort,1000000,200000,right_skewed,True,2.2097184658050537
binarySort,1000000,200000,right_skewed,True,0.7244718074798584
quickSort,2000000,200000,right_skewed,True,2.4701638221740723
mergeSort,2000000,200000,right_skewed,True,4.857391119003296
binarySort,2000000,200000,right_skewed,True,1.8276772499084473
quickSort,3000000,200000,right_skewed,True,4.169995069503784
mergeSort,3000000,200000,right_skewed,True,7.601282358169556
binarySort,3000000,200000,right_skewed,True,2.680828094482422
quickSort,4000000,200000,right_skewed,True,5.301807880401611
mergeSort,4000000,200000,right_skewed,True,9.899924993515015
binarySort,4000000,200000,right_skewed,True,3.571240186691284
quickSort,5000000,200000,right_skewed,True,6.7957000732421875
mergeSort,5000000,200000,right_skewed,True,12.500651836395264
binarySort,5000000,200000,right_skewed,True,4.101979970932007
quickSort,6000000,200000,right_skewed,True,8.07460618019104
mergeSort,6000000,200000,right_skewed,True,15.092148065567017
binarySort,6000000,200000,right_skewed,True,4.700662612915039
quickSort,7000000,200000,right_skewed,True,10.237627744674683
mergeSort,7000000,200000,right_skewed,True,18.35806918144226
binarySort,7000000,200000,right_skewed,True,5.855405569076538
quickSort,8000000,200000,right_skewed,True,11.700269937515259
mergeSort,8000000,200000,right_skewed,True,20.81436324119568
binarySort,8000000,200000,right_skewed,True,6.512821674346924
quickSort,9000000,200000,right_skewed,True,13.903950691223145
mergeSort,9000000,200000,right_skewed,True,23.690918922424316
binarySort,9000000,200000,right_skewed,True,7.39643406867981
quickSort,10000000,200000,right_skewed,True,14.43914008140564
mergeSort,10000000,200000,right_skewed,True,26.535889148712158
binarySort,10000000,200000,right_skewed,True,8.364063024520874
quickSort,1000000,10000,left_skewed,True,0.15526342391967773
mergeSort,1000000,10000,left_skewed,True,1.8125410079956055
binarySort,1000000,10000,left_skewed,True,0.2610299587249756
quickSort,2000000,10000,left_skewed,True,0.2900409698486328
mergeSort,2000000,10000,left_skewed,True,3.8123855590820312
binarySort,2000000,10000,left_skewed,True,0.6628258228302002
quickSort,3000000,10000,left_skewed,True,0.4316897392272949
mergeSort,3000000,10000,left_skewed,True,5.925439119338989
binarySort,3000000,10000,left_skewed,True,0.8878836631774902
quickSort,4000000,10000,left_skewed,True,0.6712570190429688
mergeSort,4000000,10000,left_skewed,True,7.995912075042725
binarySort,4000000,10000,left_skewed,True,1.2090904712677002
quickSort,5000000,10000,left_skewed,True,0.7246706485748291
mergeSort,5000000,10000,left_skewed,True,10.179203987121582
binarySort,5000000,10000,left_skewed,True,1.4842419624328613
quickSort,6000000,10000,left_skewed,True,0.8766310214996338
mergeSort,6000000,10000,left_skewed,True,12.506078720092773
binarySort,6000000,10000,left_skewed,True,2.032364845275879
quickSort,7000000,10000,left_skewed,True,1.080197811126709
mergeSort,7000000,10000,left_skewed,True,14.694615840911865
binarySort,7000000,10000,left_skewed,True,2.1081924438476562
quickSort,8000000,10000,left_skewed,True,1.2436156272888184
mergeSort,8000000,10000,left_skewed,True,16.758288383483887
binarySort,8000000,10000,left_skewed,True,2.4088971614837646
quickSort,9000000,10000,left_skewed,True,1.38700532913208
mergeSort,9000000,10000,left_skewed,True,19.144547700881958
binarySort,9000000,10000,left_skewed,True,2.718339443206787
quickSort,10000000,10000,left_skewed,True,1.6385602951049805
mergeSort,10000000,10000,left_skewed,True,21.57263422012329
binarySort,10000000,10000,left_skewed,True,3.0006487369537354
quickSort,1000000,50000,left_skewed,True,0.16477727890014648
mergeSort,1000000,50000,left_skewed,True,1.8090460300445557
binarySort,1000000,50000,left_skewed,True,0.29021739959716797
quickSort,2000000,50000,left_skewed,True,0.28679609298706055
mergeSort,2000000,50000,left_skewed,True,3.807002305984497
binarySort,2000000,50000,left_skewed,True,0.5903034210205078
quickSort,3000000,50000,left_skewed,True,0.4571976661682129
mergeSort,3000000,50000,left_skewed,True,5.890134334564209
binarySort,3000000,50000,left_skewed,True,0.8916065692901611
quickSort,4000000,50000,left_skewed,True,0.862811803817749
mergeSort,4000000,50000,left_skewed,True,7.95920205116272
binarySort,4000000,50000,left_skewed,True,1.1858117580413818
quickSort,5000000,50000,left_skewed,True,0.7280197143554688
mergeSort,5000000,50000,left_skewed,True,10.185009241104126
binarySort,5000000,50000,left_skewed,True,1.4781608581542969
quickSort,6000000,50000,left_skewed,True,1.0295016765594482
mergeSort,6000000,50000,left_skewed,True,12.362154483795166
binarySort,6000000,50000,left_skewed,True,1.7736575603485107
quickSort,7000000,50000,left_skewed,True,1.0863313674926758
mergeSort,7000000,50000,left_skewed,True,14.460190296173096
binarySort,7000000,50000,left_skewed,True,2.1015450954437256
quickSort,8000000,50000,left_skewed,True,1.2943501472473145
mergeSort,8000000,50000,left_skewed,True,16.63553738594055
binarySort,8000000,50000,left_skewed,True,2.4044294357299805
quickSort,9000000,50000,left_skewed,True,1.367936372756958
mergeSort,9000000,50000,left_skewed,True,18.986642360687256
binarySort,9000000,50000,left_skewed,True,2.681124210357666
quickSort,10000000,50000,left_skewed,True,1.745481014251709
mergeSort,10000000,50000,left_skewed,True,21.308045625686646
binarySort,10000000,50000,left_skewed,True,3.350813150405884
quickSort,1000000,100000,left_skewed,True,0.14553260803222656
mergeSort,1000000,100000,left_skewed,True,1.8090767860412598
binarySort,1000000,100000,left_skewed,True,0.25563549995422363
quickSort,2000000,100000,left_skewed,True,0.28253722190856934
mergeSort,2000000,100000,left_skewed,True,3.7948524951934814
binarySort,2000000,100000,left_skewed,True,0.591860294342041
quickSort,3000000,100000,left_skewed,True,0.4292163848876953
mergeSort,3000000,100000,left_skewed,True,5.890230417251587
binarySort,3000000,100000,left_skewed,True,0.8812966346740723
quickSort,4000000,100000,left_skewed,True,0.6094796657562256
mergeSort,4000000,100000,left_skewed,True,7.950265407562256
binarySort,4000000,100000,left_skewed,True,1.0329301357269287
quickSort,5000000,100000,left_skewed,True,0.7706418037414551
mergeSort,5000000,100000,left_skewed,True,10.231683254241943
binarySort,5000000,100000,left_skewed,True,1.6566531658172607
quickSort,6000000,100000,left_skewed,True,0.8987352848052979
mergeSort,6000000,100000,left_skewed,True,12.37742829322815
binarySort,6000000,100000,left_skewed,True,2.0042829513549805
quickSort,7000000,100000,left_skewed,True,1.0201020240783691
mergeSort,7000000,100000,left_skewed,True,14.544425010681152
binarySort,7000000,100000,left_skewed,True,2.1040685176849365
quickSort,8000000,100000,left_skewed,True,1.328460931777954
mergeSort,8000000,100000,left_skewed,True,16.685896158218384
binarySort,8000000,100000,left_skewed,True,2.3761980533599854
quickSort,9000000,100000,left_skewed,True,2.188217878341675
mergeSort,9000000,100000,left_skewed,True,19.015496969223022
binarySort,9000000,100000,left_skewed,True,2.6863272190093994
quickSort,10000000,100000,left_skewed,True,1.5376689434051514
mergeSort,10000000,100000,left_skewed,True,21.385934591293335
binarySort,10000000,100000,left_skewed,True,2.982609510421753
quickSort,1000000,200000,left_skewed,True,0.13483786582946777
mergeSort,1000000,200000,left_skewed,True,1.8012971878051758
binarySort,1000000,200000,left_skewed,True,0.2846074104309082
quickSort,2000000,200000,left_skewed,True,0.2910442352294922
mergeSort,2000000,200000,left_skewed,True,3.8175230026245117
binarySort,2000000,200000,left_skewed,True,0.5278356075286865
quickSort,3000000,200000,left_skewed,True,0.43204164505004883
mergeSort,3000000,200000,left_skewed,True,5.930588483810425
binarySort,3000000,200000,left_skewed,True,0.8815188407897949
quickSort,4000000,200000,left_skewed,True,0.6205728054046631
mergeSort,4000000,200000,left_skewed,True,8.035146713256836
binarySort,4000000,200000,left_skewed,True,1.1800246238708496
quickSort,5000000,200000,left_skewed,True,0.7565772533416748
mergeSort,5000000,200000,left_skewed,True,10.958636045455933
binarySort,5000000,200000,left_skewed,True,1.5848946571350098
quickSort,6000000,200000,left_skewed,True,0.9715397357940674
mergeSort,6000000,200000,left_skewed,True,12.552779912948608
binarySort,6000000,200000,left_skewed,True,2.023024082183838
quickSort,7000000,200000,left_skewed,True,1.130187749862671
mergeSort,7000000,200000,left_skewed,True,14.557868719100952
binarySort,7000000,200000,left_skewed,True,2.10443377494812
quickSort,8000000,200000,left_skewed,True,1.2402732372283936
mergeSort,8000000,200000,left_skewed,True,16.668848752975464
binarySort,8000000,200000,left_skewed,True,2.402695894241333
quickSort,9000000,200000,left_skewed,True,1.3067209720611572
mergeSort,9000000,200000,left_skewed,True,19.02652883529663
binarySort,9000000,200000,left_skewed,True,2.726902723312378
quickSort,10000000,200000,left_skewed,True,1.5597333908081055
mergeSort,10000000,200000,left_skewed,True,21.296020030975342
binarySort,10000000,200000,left_skewed,True,3.388070583343506
quickSort,11000000,10000,uniform,True,28.988990783691406
mergeSort,11000000,10000,uniform,True,31.08391809463501
binarySort,11000000,10000,uniform,True,7.937088251113892
quickSort,11000000,50000,uniform,True,45.30885457992554
mergeSort,11000000,50000,uniform,True,31.210386037826538
binarySort,11000000,50000,uniform,True,9.10296106338501
quickSort,11000000,100000,uniform,True,30.12724471092224
mergeSort,11000000,100000,uniform,True,31.48413896560669
binarySort,11000000,100000,uniform,True,9.806639194488525
quickSort,11000000,200000,uniform,True,31.330207347869873
mergeSort,11000000,200000,uniform,True,31.636297941207886
binarySort,11000000,200000,uniform,True,10.29202389717102
quickSort,11000000,10000,normal,True,23.710429430007935
mergeSort,11000000,10000,normal,True,31.533278226852417
binarySort,11000000,10000,normal,True,7.191184759140015
quickSort,11000000,50000,normal,True,30.83791732788086
mergeSort,11000000,50000,normal,True,32.00940823554993
binarySort,11000000,50000,normal,True,8.266069650650024
quickSort,11000000,100000,normal,True,29.22455859184265
mergeSort,11000000,100000,normal,True,31.183322191238403
binarySort,11000000,100000,normal,True,8.922987699508667
quickSort,11000000,200000,normal,True,32.18862771987915
mergeSort,11000000,200000,normal,True,31.95336389541626
binarySort,11000000,200000,normal,True,9.42025089263916
quickSort,11000000,10000,bimodal,True,24.12612795829773
mergeSort,11000000,10000,bimodal,True,31.73946976661682
binarySort,11000000,10000,bimodal,True,7.684325933456421
quickSort,11000000,50000,bimodal,True,30.36319136619568
mergeSort,11000000,50000,bimodal,True,32.50112748146057
binarySort,11000000,50000,bimodal,True,8.545774698257446
quickSort,11000000,100000,bimodal,True,30.669334650039673
mergeSort,11000000,100000,bimodal,True,31.98485803604126
binarySort,11000000,100000,bimodal,True,8.878236532211304
quickSort,11000000,200000,bimodal,True,30.430464029312134
mergeSort,11000000,200000,bimodal,True,32.05868935585022
binarySort,11000000,200000,bimodal,True,9.50174069404602
quickSort,11000000,10000,zeros,True,6.880424976348877
mergeSort,11000000,10000,zeros,True,27.296753883361816
binarySort,11000000,10000,zeros,True,6.371272563934326
quickSort,11000000,50000,zeros,True,8.26913833618164
mergeSort,11000000,50000,zeros,True,26.98827338218689
binarySort,11000000,50000,zeros,True,7.05790901184082
quickSort,11000000,100000,zeros,True,9.137193441390991
mergeSort,11000000,100000,zeros,True,27.08018469810486
binarySort,11000000,100000,zeros,True,7.607649087905884
quickSort,11000000,200000,zeros,True,8.858774423599243
mergeSort,11000000,200000,zeros,True,28.895727157592773
binarySort,11000000,200000,zeros,True,8.751739740371704
quickSort,11000000,10000,right_skewed,True,16.528823375701904
mergeSort,11000000,10000,right_skewed,True,31.626845121383667
binarySort,11000000,10000,right_skewed,True,7.600518226623535
quickSort,11000000,50000,right_skewed,True,15.15185284614563
mergeSort,11000000,50000,right_skewed,True,30.5857195854187
binarySort,11000000,50000,right_skewed,True,8.302953958511353
quickSort,11000000,100000,right_skewed,True,15.290054082870483
mergeSort,11000000,100000,right_skewed,True,29.83774709701538
binarySort,11000000,100000,right_skewed,True,8.528319597244263
quickSort,11000000,200000,right_skewed,True,15.626355648040771
mergeSort,11000000,200000,right_skewed,True,29.948009490966797
binarySort,11000000,200000,right_skewed,True,8.94916296005249
quickSort,11000000,10000,left_skewed,True,1.6684932708740234
mergeSort,11000000,10000,left_skewed,True,24.372849941253662
binarySort,11000000,10000,left_skewed,True,3.3657572269439697
quickSort,11000000,50000,left_skewed,True,1.8982694149017334
mergeSort,11000000,50000,left_skewed,True,24.315948486328125
binarySort,11000000,50000,left_skewed,True,3.4423630237579346
quickSort,11000000,100000,left_skewed,True,1.6789381504058838
mergeSort,11000000,100000,left_skewed,True,25.253899335861206
binarySort,11000000,100000,left_skewed,True,3.4300999641418457
quickSort,11000000,200000,left_skewed,True,1.7455792427062988
mergeSort,11000000,200000,left_skewed,True,25.04295063018799
binarySort,11000000,200000,left_skewed,True,3.545017957687378
quickSort,12000000,10000,uniform,True,30.66954469680786
mergeSort,12000000,10000,uniform,True,37.73750138282776
binarySort,12000000,10000,uniform,True,9.957454204559326
quickSort,12000000,50000,uniform,True,42.68209457397461
mergeSort,12000000,50000,uniform,True,49.20777225494385
binarySort,12000000,50000,uniform,True,10.373571872711182
quickSort,12000000,100000,uniform,True,34.094547510147095
mergeSort,12000000,100000,uniform,True,35.32075572013855
binarySort,12000000,100000,uniform,True,10.896197080612183
quickSort,12000000,200000,uniform,True,35.57570958137512
mergeSort,12000000,200000,uniform,True,35.29397106170654
binarySort,12000000,200000,uniform,True,11.539802074432373
quickSort,12000000,10000,normal,True,29.063880920410156
mergeSort,12000000,10000,normal,True,34.76839828491211
binarySort,12000000,10000,normal,True,8.131116151809692
quickSort,12000000,50000,normal,True,31.80649995803833
mergeSort,12000000,50000,normal,True,36.37118744850159
binarySort,12000000,50000,normal,True,9.789563417434692
quickSort,12000000,100000,normal,True,33.74611496925354
mergeSort,12000000,100000,normal,True,35.45099902153015
binarySort,12000000,100000,normal,True,10.062917947769165
quickSort,12000000,200000,normal,True,36.04640793800354
mergeSort,12000000,200000,normal,True,34.860097885131836
binarySort,12000000,200000,normal,True,10.261037111282349
quickSort,12000000,10000,bimodal,True,27.17186164855957
mergeSort,12000000,10000,bimodal,True,34.75835037231445
binarySort,12000000,10000,bimodal,True,8.497447729110718
quickSort,12000000,50000,bimodal,True,32.494418144226074
mergeSort,12000000,50000,bimodal,True,36.7223265171051
binarySort,12000000,50000,bimodal,True,9.68358325958252
quickSort,12000000,100000,bimodal,True,32.99675512313843
mergeSort,12000000,100000,bimodal,True,35.922001361846924
binarySort,12000000,100000,bimodal,True,10.206730365753174
quickSort,12000000,200000,bimodal,True,34.51521372795105
mergeSort,12000000,200000,bimodal,True,35.67319846153259
binarySort,12000000,200000,bimodal,True,10.664746046066284
quickSort,12000000,10000,zeros,True,7.777345657348633
mergeSort,12000000,10000,zeros,True,29.75063991546631
binarySort,12000000,10000,zeros,True,6.810514211654663
quickSort,12000000,50000,zeros,True,9.282050371170044
mergeSort,12000000,50000,zeros,True,30.46902585029602
binarySort,12000000,50000,zeros,True,8.397642612457275
quickSort,12000000,100000,zeros,True,9.960136890411377
mergeSort,12000000,100000,zeros,True,30.036252737045288
binarySort,12000000,100000,zeros,True,8.284515857696533
quickSort,12000000,200000,zeros,True,9.749679803848267
mergeSort,12000000,200000,zeros,True,29.455538034439087
binarySort,12000000,200000,zeros,True,8.61185097694397
quickSort,12000000,10000,right_skewed,True,13.105682134628296
mergeSort,12000000,10000,right_skewed,True,31.872555255889893
binarySort,12000000,10000,right_skewed,True,7.539777994155884
quickSort,12000000,50000,right_skewed,True,15.230841636657715
mergeSort,12000000,50000,right_skewed,True,32.376378297805786
binarySort,12000000,50000,right_skewed,True,8.571972131729126
quickSort,12000000,100000,right_skewed,True,15.856789350509644
mergeSort,12000000,100000,right_skewed,True,32.24588418006897
binarySort,12000000,100000,right_skewed,True,9.127785205841064
quickSort,12000000,200000,right_skewed,True,16.83681869506836
mergeSort,12000000,200000,right_skewed,True,32.479090452194214
binarySort,12000000,200000,right_skewed,True,9.731894969940186
quickSort,12000000,10000,left_skewed,True,2.2051312923431396
mergeSort,12000000,10000,left_skewed,True,26.160695552825928
binarySort,12000000,10000,left_skewed,True,3.543205976486206
quickSort,12000000,50000,left_skewed,True,1.7540655136108398
mergeSort,12000000,50000,left_skewed,True,25.95484733581543
binarySort,12000000,50000,left_skewed,True,3.550492763519287
quickSort,12000000,100000,left_skewed,True,1.8159098625183105
mergeSort,12000000,100000,left_skewed,True,25.89889883995056
binarySort,12000000,100000,left_skewed,True,3.541353702545166
quickSort,12000000,200000,left_skewed,True,1.7560741901397705
mergeSort,12000000,200000,left_skewed,True,26.05463981628418
binarySort,12000000,200000,left_skewed,True,3.4983105659484863
quickSort,14000000,10000,uniform,True,31.131189107894897
mergeSort,14000000,10000,uniform,True,41.25705599784851
binarySort,14000000,10000,uniform,True,10.004257202148438
quickSort,14000000,50000,uniform,True,38.56770849227905
mergeSort,14000000,50000,uniform,True,40.83603763580322
binarySort,14000000,50000,uniform,True,11.751518249511719
quickSort,14000000,100000,uniform,True,40.48689818382263
mergeSort,14000000,100000,uniform,True,40.94605541229248
binarySort,14000000,100000,uniform,True,12.452675342559814
quickSort,14000000,200000,uniform,True,40.884260416030884
mergeSort,14000000,200000,uniform,True,40.67467546463013
binarySort,14000000,200000,uniform,True,12.783983945846558
quickSort,14000000,10000,normal,True,31.50263738632202
mergeSort,14000000,10000,normal,True,40.310145139694214
binarySort,14000000,10000,normal,True,9.202680826187134
quickSort,14000000,50000,normal,True,38.49183368682861
mergeSort,14000000,50000,normal,True,40.71069955825806
binarySort,14000000,50000,normal,True,10.603970289230347
quickSort,14000000,100000,normal,True,40.2694571018219
mergeSort,14000000,100000,normal,True,40.44063448905945
binarySort,14000000,100000,normal,True,11.327759504318237
quickSort,14000000,200000,normal,True,43.429221391677856
mergeSort,14000000,200000,normal,True,40.97292923927307
binarySort,14000000,200000,normal,True,11.982702016830444
quickSort,14000000,10000,bimodal,True,32.33579993247986
mergeSort,14000000,10000,bimodal,True,40.6127028465271
binarySort,14000000,10000,bimodal,True,9.748630046844482
quickSort,14000000,50000,bimodal,True,38.94047713279724
mergeSort,14000000,50000,bimodal,True,40.88776636123657
binarySort,14000000,50000,bimodal,True,10.548234939575195
quickSort,14000000,100000,bimodal,True,39.81225252151489
mergeSort,14000000,100000,bimodal,True,40.91619825363159
binarySort,14000000,100000,bimodal,True,11.67451286315918
quickSort,14000000,200000,bimodal,True,40.4820282459259
mergeSort,14000000,200000,bimodal,True,41.182106494903564
binarySort,14000000,200000,bimodal,True,11.903773069381714
quickSort,14000000,10000,zeros,True,9.499890089035034
mergeSort,14000000,10000,zeros,True,34.0113787651062
binarySort,14000000,10000,zeros,True,8.101207494735718
quickSort,14000000,50000,zeros,True,10.979854345321655
mergeSort,14000000,50000,zeros,True,34.360620737075806
binarySort,14000000,50000,zeros,True,9.01961088180542
quickSort,14000000,100000,zeros,True,11.329013586044312
mergeSort,14000000,100000,zeros,True,34.23625564575195
binarySort,14000000,100000,zeros,True,9.642475366592407
quickSort,14000000,200000,zeros,True,12.06557846069336
mergeSort,14000000,200000,zeros,True,34.29892325401306
binarySort,14000000,200000,zeros,True,9.90789270401001
quickSort,14000000,10000,right_skewed,True,15.714696407318115
mergeSort,14000000,10000,right_skewed,True,37.26368570327759
binarySort,14000000,10000,right_skewed,True,8.96804404258728
quickSort,14000000,50000,right_skewed,True,18.42105460166931
mergeSort,14000000,50000,right_skewed,True,37.82936429977417
binarySort,14000000,50000,right_skewed,True,10.052568435668945
quickSort,14000000,100000,right_skewed,True,19.500251531600952
mergeSort,14000000,100000,right_skewed,True,37.60620975494385
binarySort,14000000,100000,right_skewed,True,10.472183465957642
quickSort,14000000,200000,right_skewed,True,21.25434112548828
mergeSort,14000000,200000,right_skewed,True,37.75484299659729
binarySort,14000000,200000,right_skewed,True,11.187077045440674
quickSort,14000000,10000,left_skewed,True,2.027446985244751
mergeSort,14000000,10000,left_skewed,True,30.14701247215271
binarySort,14000000,10000,left_skewed,True,4.546574115753174
quickSort,14000000,50000,left_skewed,True,2.0076663494110107
mergeSort,14000000,50000,left_skewed,True,30.275078773498535
binarySort,14000000,50000,left_skewed,True,4.094985246658325
quickSort,14000000,100000,left_skewed,True,2.1998379230499268
mergeSort,14000000,100000,left_skewed,True,30.11565399169922
binarySort,14000000,100000,left_skewed,True,4.020260334014893
quickSort,14000000,200000,left_skewed,True,2.017908811569214
mergeSort,14000000,200000,left_skewed,True,30.269508838653564
binarySort,14000000,200000,left_skewed,True,4.52726936340332
quickSort,16000000,10000,uniform,True,38.160072326660156
mergeSort,16000000,10000,uniform,True,46.6831955909729
binarySort,16000000,10000,uniform,True,11.882114171981812
quickSort,16000000,50000,uniform,True,44.73888826370239
mergeSort,16000000,50000,uniform,True,50.19365644454956
binarySort,16000000,50000,uniform,True,14.26777982711792
quickSort,16000000,100000,uniform,True,46.964059829711914
mergeSort,16000000,100000,uniform,True,48.29805040359497
binarySort,16000000,100000,uniform,True,14.67712116241455
quickSort,16000000,200000,uniform,True,50.9059796333313
mergeSort,16000000,200000,uniform,True,48.513505697250366
binarySort,16000000,200000,uniform,True,15.682083368301392
quickSort,16000000,10000,normal,True,38.291157960891724
mergeSort,16000000,10000,normal,True,48.35180878639221
binarySort,16000000,10000,normal,True,10.757705926895142
quickSort,16000000,50000,normal,True,43.7838921546936
mergeSort,16000000,50000,normal,True,48.846137285232544
binarySort,16000000,50000,normal,True,12.46658444404602
quickSort,16000000,100000,normal,True,45.19969725608826
mergeSort,16000000,100000,normal,True,47.975536823272705
binarySort,16000000,100000,normal,True,13.218764781951904
quickSort,16000000,200000,normal,True,48.7947256565094
mergeSort,16000000,200000,normal,True,48.20866537094116
binarySort,16000000,200000,normal,True,13.78417444229126
quickSort,16000000,10000,bimodal,True,38.92288112640381
mergeSort,16000000,10000,bimodal,True,48.747809171676636
binarySort,16000000,10000,bimodal,True,12.061492443084717
quickSort,16000000,50000,bimodal,True,47.1360023021698
mergeSort,16000000,50000,bimodal,True,47.52201199531555
binarySort,16000000,50000,bimodal,True,12.868212461471558
quickSort,16000000,100000,bimodal,True,46.570738554000854
mergeSort,16000000,100000,bimodal,True,48.774927616119385
binarySort,16000000,100000,bimodal,True,13.794571876525879
quickSort,16000000,200000,bimodal,True,48.19272780418396
mergeSort,16000000,200000,bimodal,True,48.64801526069641
binarySort,16000000,200000,bimodal,True,14.776026964187622
quickSort,16000000,10000,zeros,True,11.919404983520508
mergeSort,16000000,10000,zeros,True,39.8963463306427
binarySort,16000000,10000,zeros,True,9.51756739616394
quickSort,16000000,50000,zeros,True,12.395939826965332
mergeSort,16000000,50000,zeros,True,40.149945974349976
binarySort,16000000,50000,zeros,True,10.653526782989502
quickSort,16000000,100000,zeros,True,13.369279384613037
mergeSort,16000000,100000,zeros,True,40.34654712677002
binarySort,16000000,100000,zeros,True,11.25054931640625
quickSort,16000000,200000,zeros,True,14.252638101577759
mergeSort,16000000,200000,zeros,True,41.33077955245972
binarySort,16000000,200000,zeros,True,13.130341053009033
quickSort,16000000,10000,right_skewed,True,20.737813234329224
mergeSort,16000000,10000,right_skewed,True,43.835166454315186
binarySort,16000000,10000,right_skewed,True,10.430103302001953
quickSort,16000000,50000,right_skewed,True,21.489340782165527
mergeSort,16000000,50000,right_skewed,True,43.91476821899414
binarySort,16000000,50000,right_skewed,True,11.605906248092651
quickSort,16000000,100000,right_skewed,True,22.363054990768433
mergeSort,16000000,100000,right_skewed,True,43.8906614780426
binarySort,16000000,100000,right_skewed,True,12.530375480651855
quickSort,16000000,200000,right_skewed,True,23.431273221969604
mergeSort,16000000,200000,right_skewed,True,44.87140512466431
binarySort,16000000,200000,right_skewed,True,13.290531635284424
quickSort,16000000,10000,left_skewed,True,2.544903516769409
mergeSort,16000000,10000,left_skewed,True,35.40925192832947
binarySort,16000000,10000,left_skewed,True,4.795669317245483
quickSort,16000000,50000,left_skewed,True,2.392298460006714
mergeSort,16000000,50000,left_skewed,True,35.278438568115234
binarySort,16000000,50000,left_skewed,True,4.84580135345459
quickSort,16000000,100000,left_skewed,True,2.3801662921905518
mergeSort,16000000,100000,left_skewed,True,35.164573192596436
binarySort,16000000,100000,left_skewed,True,4.791703939437866
quickSort,16000000,200000,left_skewed,True,3.322014093399048
mergeSort,16000000,200000,left_skewed,True,35.28035521507263
binarySort,16000000,200000,left_skewed,True,4.770624160766602
