method,size,range,distribution,ordered,time
mergeSort,9000000,30000,bimodal,True,49.59771275520325
binarySort,10000000,30000,bimodal,True,26.829529762268066
quickSort,10000000,30000,bimodal,True,48.86940908432007
mergeSort,10000000,30000,bimodal,True,56.07424974441528
binarySort,11000000,30000,bimodal,True,29.928911209106445
quickSort,11000000,30000,bimodal,True,52.345736026763916
mergeSort,11000000,30000,bimodal,True,62.39225196838379
binarySort,12000000,30000,bimodal,True,32.89785313606262
quickSort,12000000,30000,bimodal,True,60.861295223236084
mergeSort,12000000,30000,bimodal,True,68.15459656715393
binarySort,13000000,30000,bimodal,True,36.10643267631531
quickSort,1000000,40000,bimodal,True,3.401294231414795
mergeSort,1000000,40000,bimodal,True,4.305440187454224
quickSort,13000000,30000,bimodal,True,64.49454379081726
binarySort,1000000,40000,bimodal,True,2.1886584758758545
quickSort,2000000,40000,bimodal,True,7.235706567764282
mergeSort,13000000,30000,bimodal,True,74.81203579902649
mergeSort,2000000,40000,bimodal,True,9.297455072402954
binarySort,2000000,40000,bimodal,True,4.7448601722717285
binarySort,3000000,40000,bimodal,True,7.5253987312316895
quickSort,3000000,40000,bimodal,True,12.901371717453003
binarySort,14000000,30000,bimodal,True,39.17867922782898
mergeSort,3000000,40000,bimodal,True,15.072117567062378
quickSort,14000000,30000,bimodal,True,71.46934103965759
binarySort,4000000,40000,bimodal,True,10.281695365905762
quickSort,4000000,40000,bimodal,True,17.424848794937134
mergeSort,4000000,40000,bimodal,True,20.60322594642639
mergeSort,14000000,30000,bimodal,True,81.31643295288086
quickSort,5000000,40000,bimodal,True,21.95047926902771
binarySort,5000000,40000,bimodal,True,12.794251203536987
mergeSort,5000000,40000,bimodal,True,26.03322744369507
quickSort,6000000,40000,bimodal,True,26.897104501724243
binarySort,6000000,40000,bimodal,True,16.352953910827637
mergeSort,6000000,40000,bimodal,True,32.9724063873291
binarySort,7000000,40000,bimodal,True,18.99733257293701
quickSort,7000000,40000,bimodal,True,33.11160159111023
mergeSort,7000000,40000,bimodal,True,38.51989960670471
binarySort,8000000,40000,bimodal,True,22.109906673431396
quickSort,8000000,40000,bimodal,True,39.53588008880615
mergeSort,8000000,40000,bimodal,True,44.27097463607788
binarySort,9000000,40000,bimodal,True,25.134033679962158
quickSort,9000000,40000,bimodal,True,43.343273878097534
mergeSort,9000000,40000,bimodal,True,50.17370533943176
binarySort,10000000,40000,bimodal,True,28.722032070159912
quickSort,10000000,40000,bimodal,True,50.202773094177246
mergeSort,10000000,40000,bimodal,True,56.55924463272095
binarySort,11000000,40000,bimodal,True,31.160290479660034
quickSort,11000000,40000,bimodal,True,54.3902370929718
mergeSort,11000000,40000,bimodal,True,61.90135645866394
binarySort,12000000,40000,bimodal,True,34.594094038009644
quickSort,12000000,40000,bimodal,True,59.90660238265991
mergeSort,12000000,40000,bimodal,True,68.74824523925781
binarySort,13000000,40000,bimodal,True,37.61630606651306
quickSort,1000000,50000,bimodal,True,3.3526253700256348
mergeSort,1000000,50000,bimodal,True,4.315273761749268
quickSort,13000000,40000,bimodal,True,66.56744337081909
binarySort,1000000,50000,bimodal,True,2.331331491470337
quickSort,2000000,50000,bimodal,True,7.515007257461548
mergeSort,2000000,50000,bimodal,True,9.714524030685425
mergeSort,13000000,40000,bimodal,True,74.68047881126404
binarySort,2000000,50000,bimodal,True,4.972570180892944
binarySort,3000000,50000,bimodal,True,7.233825206756592
quickSort,3000000,50000,bimodal,True,12.637458086013794
mergeSort,3000000,50000,bimodal,True,14.762276887893677
binarySort,14000000,40000,bimodal,True,40.52416229248047
quickSort,14000000,40000,bimodal,True,70.64106774330139
binarySort,4000000,50000,bimodal,True,10.321937799453735
quickSort,4000000,50000,bimodal,True,17.80063772201538
mergeSort,4000000,50000,bimodal,True,20.20506763458252
mergeSort,14000000,40000,bimodal,True,81.52324509620667
binarySort,5000000,50000,bimodal,True,12.730729103088379
quickSort,5000000,50000,bimodal,True,23.27773404121399
mergeSort,5000000,50000,bimodal,True,26.41042160987854
quickSort,6000000,50000,bimodal,True,27.94476008415222
binarySort,6000000,50000,bimodal,True,15.95421314239502
mergeSort,6000000,50000,bimodal,True,32.04811096191406
binarySort,7000000,50000,bimodal,True,18.782302856445312
quickSort,7000000,50000,bimodal,True,33.072508096694946
mergeSort,7000000,50000,bimodal,True,38.654056787490845
binarySort,8000000,50000,bimodal,True,22.135267972946167
quickSort,8000000,50000,bimodal,True,39.0809383392334
mergeSort,8000000,50000,bimodal,True,44.60065984725952
binarySort,9000000,50000,bimodal,True,24.92656683921814
quickSort,9000000,50000,bimodal,True,44.1149959564209
mergeSort,9000000,50000,bimodal,True,49.46027398109436
binarySort,10000000,50000,bimodal,True,28.453251838684082
quickSort,10000000,50000,bimodal,True,49.68871307373047
mergeSort,10000000,50000,bimodal,True,55.97161912918091
binarySort,11000000,50000,bimodal,True,30.932475328445435
quickSort,11000000,50000,bimodal,True,56.01022171974182
mergeSort,11000000,50000,bimodal,True,62.057244539260864
binarySort,12000000,50000,bimodal,True,34.49135947227478
quickSort,12000000,50000,bimodal,True,62.16640758514404
mergeSort,12000000,50000,bimodal,True,67.8324990272522
binarySort,13000000,50000,bimodal,True,37.2926082611084
quickSort,1000000,10000,zeros,True,0.8461050987243652
quickSort,13000000,50000,bimodal,True,64.9690489768982
binarySort,1000000,10000,zeros,True,1.3648531436920166
mergeSort,1000000,10000,zeros,True,4.080817699432373
quickSort,2000000,10000,zeros,True,1.8417587280273438
binarySort,2000000,10000,zeros,True,2.956003427505493
quickSort,3000000,10000,zeros,True,2.8394272327423096
mergeSort,2000000,10000,zeros,True,8.677006959915161
binarySort,3000000,10000,zeros,True,4.216262340545654
mergeSort,13000000,50000,bimodal,True,74.08520317077637
quickSort,4000000,10000,zeros,True,4.94081449508667
mergeSort,3000000,10000,zeros,True,13.320491313934326
binarySort,4000000,10000,zeros,True,5.943173885345459
binarySort,14000000,50000,bimodal,True,40.146369218826294
quickSort,5000000,10000,zeros,True,5.421255111694336
mergeSort,4000000,10000,zeros,True,18.582634925842285
quickSort,14000000,50000,bimodal,True,68.59603810310364
binarySort,5000000,10000,zeros,True,7.5140700340271
quickSort,6000000,10000,zeros,True,7.028900146484375
quickSort,7000000,10000,zeros,True,7.828071594238281
binarySort,6000000,10000,zeros,True,8.983110427856445
mergeSort,5000000,10000,zeros,True,23.649795532226562
mergeSort,14000000,50000,bimodal,True,80.60930228233337
quickSort,8000000,10000,zeros,True,9.367375373840332
binarySort,7000000,10000,zeros,True,10.292099714279175
mergeSort,6000000,10000,zeros,True,28.06415557861328
binarySort,8000000,10000,zeros,True,12.468099355697632
quickSort,9000000,10000,zeros,True,10.67146897315979
mergeSort,7000000,10000,zeros,True,34.05926704406738
binarySort,9000000,10000,zeros,True,14.105030298233032
quickSort,10000000,10000,zeros,True,12.372298955917358
binarySort,10000000,10000,zeros,True,15.734625339508057
mergeSort,8000000,10000,zeros,True,39.206627368927
quickSort,11000000,10000,zeros,True,14.24616527557373
mergeSort,9000000,10000,zeros,True,44.50050735473633
quickSort,12000000,10000,zeros,True,14.168734788894653
binarySort,11000000,10000,zeros,True,17.033031940460205
mergeSort,10000000,10000,zeros,True,49.42095327377319
binarySort,12000000,10000,zeros,True,18.603073835372925
quickSort,13000000,10000,zeros,True,16.495317935943604
mergeSort,11000000,10000,zeros,True,55.16484522819519
binarySort,13000000,10000,zeros,True,20.304552793502808
quickSort,14000000,10000,zeros,True,16.66023588180542
quickSort,1000000,20000,zeros,True,1.0697126388549805
binarySort,1000000,20000,zeros,True,1.4068183898925781
mergeSort,1000000,20000,zeros,True,4.216155767440796
quickSort,2000000,20000,zeros,True,2.0459301471710205
binarySort,2000000,20000,zeros,True,3.0174455642700195
quickSort,3000000,20000,zeros,True,3.4660468101501465
mergeSort,2000000,20000,zeros,True,8.89763879776001
mergeSort,12000000,10000,zeros,True,60.078275203704834
binarySort,3000000,20000,zeros,True,4.713003396987915
quickSort,4000000,20000,zeros,True,4.92486572265625
binarySort,14000000,10000,zeros,True,21.904107570648193
quickSort,5000000,20000,zeros,True,5.510614633560181
binarySort,4000000,20000,zeros,True,6.287671089172363
mergeSort,3000000,20000,zeros,True,13.741937160491943
mergeSort,13000000,10000,zeros,True,65.95707154273987
quickSort,6000000,20000,zeros,True,6.825719356536865
binarySort,5000000,20000,zeros,True,8.032224416732788
mergeSort,4000000,20000,zeros,True,18.409305334091187
quickSort,7000000,20000,zeros,True,8.566948890686035
binarySort,6000000,20000,zeros,True,9.465333938598633
mergeSort,5000000,20000,zeros,True,23.788182020187378
quickSort,8000000,20000,zeros,True,9.544484376907349
mergeSort,14000000,10000,zeros,True,71.28939175605774
binarySort,7000000,20000,zeros,True,11.466828346252441
mergeSort,6000000,20000,zeros,True,28.67719030380249
quickSort,9000000,20000,zeros,True,10.356740713119507
binarySort,8000000,20000,zeros,True,13.047422885894775
mergeSort,7000000,20000,zeros,True,33.7078275680542
binarySort,9000000,20000,zeros,True,14.914742469787598
quickSort,10000000,20000,zeros,True,12.178241491317749
mergeSort,8000000,20000,zeros,True,38.83706593513489
binarySort,10000000,20000,zeros,True,16.2492413520813
quickSort,11000000,20000,zeros,True,14.139383792877197
mergeSort,9000000,20000,zeros,True,44.43456292152405
quickSort,12000000,20000,zeros,True,15.021043539047241
binarySort,11000000,20000,zeros,True,17.928719758987427
mergeSort,10000000,20000,zeros,True,49.57666206359863
binarySort,12000000,20000,zeros,True,19.906089305877686
quickSort,13000000,20000,zeros,True,16.826497077941895
mergeSort,11000000,20000,zeros,True,54.76342272758484
binarySort,13000000,20000,zeros,True,21.54681634902954
quickSort,14000000,20000,zeros,True,18.146575927734375
quickSort,1000000,30000,zeros,True,0.9069240093231201
binarySort,1000000,30000,zeros,True,1.4302825927734375
mergeSort,1000000,30000,zeros,True,4.023571968078613
quickSort,2000000,30000,zeros,True,1.8461048603057861
binarySort,2000000,30000,zeros,True,3.071575880050659
quickSort,3000000,30000,zeros,True,3.3326737880706787
mergeSort,12000000,20000,zeros,True,60.259666204452515
mergeSort,2000000,30000,zeros,True,8.908706188201904
binarySort,3000000,30000,zeros,True,4.6215362548828125
binarySort,14000000,20000,zeros,True,22.749139070510864
quickSort,4000000,30000,zeros,True,4.3709540367126465
binarySort,4000000,30000,zeros,True,6.295446872711182
quickSort,5000000,30000,zeros,True,5.775559663772583
mergeSort,3000000,30000,zeros,True,13.845261573791504
mergeSort,13000000,20000,zeros,True,65.76043009757996
binarySort,5000000,30000,zeros,True,7.891666412353516
quickSort,6000000,30000,zeros,True,7.150158405303955
mergeSort,4000000,30000,zeros,True,18.35110902786255
quickSort,7000000,30000,zeros,True,8.020611047744751
binarySort,6000000,30000,zeros,True,9.191241264343262
mergeSort,5000000,30000,zeros,True,23.3094699382782
mergeSort,14000000,20000,zeros,True,70.31612992286682
binarySort,7000000,30000,zeros,True,11.641357421875
quickSort,8000000,30000,zeros,True,10.665557861328125
mergeSort,6000000,30000,zeros,True,28.78581929206848
binarySort,8000000,30000,zeros,True,12.749181270599365
quickSort,9000000,30000,zeros,True,11.163138151168823
mergeSort,7000000,30000,zeros,True,34.56799292564392
binarySort,9000000,30000,zeros,True,15.000044822692871
quickSort,10000000,30000,zeros,True,13.376674890518188
mergeSort,8000000,30000,zeros,True,39.08710980415344
binarySort,10000000,30000,zeros,True,16.316280126571655
quickSort,11000000,30000,zeros,True,13.660444736480713
mergeSort,9000000,30000,zeros,True,44.50348496437073
quickSort,12000000,30000,zeros,True,16.817283630371094
binarySort,11000000,30000,zeros,True,17.91893482208252
mergeSort,10000000,30000,zeros,True,49.89907193183899
binarySort,12000000,30000,zeros,True,19.667079210281372
quickSort,13000000,30000,zeros,True,18.147981643676758
mergeSort,11000000,30000,zeros,True,55.25723123550415
binarySort,13000000,30000,zeros,True,21.995808124542236
quickSort,14000000,30000,zeros,True,19.061084270477295
quickSort,1000000,40000,zeros,True,0.9433310031890869
binarySort,1000000,40000,zeros,True,1.6669330596923828
mergeSort,1000000,40000,zeros,True,4.178064823150635
quickSort,2000000,40000,zeros,True,1.8662288188934326
binarySort,2000000,40000,zeros,True,3.180802583694458
mergeSort,12000000,30000,zeros,True,60.32044744491577
quickSort,3000000,40000,zeros,True,3.351954460144043
mergeSort,2000000,40000,zeros,True,8.773746490478516
binarySort,3000000,40000,zeros,True,4.89766526222229
quickSort,4000000,40000,zeros,True,4.564014673233032
binarySort,14000000,30000,zeros,True,22.8444082736969
mergeSort,3000000,40000,zeros,True,13.529372930526733
binarySort,4000000,40000,zeros,True,6.467594861984253
quickSort,5000000,40000,zeros,True,5.619828224182129
mergeSort,13000000,30000,zeros,True,65.97784066200256
quickSort,6000000,40000,zeros,True,7.5256171226501465
binarySort,5000000,40000,zeros,True,8.607268810272217
mergeSort,4000000,40000,zeros,True,18.362725257873535
quickSort,7000000,40000,zeros,True,8.93667984008789
binarySort,6000000,40000,zeros,True,10.391081094741821
mergeSort,5000000,40000,zeros,True,24.02272891998291
mergeSort,14000000,30000,zeros,True,72.06752634048462
quickSort,8000000,40000,zeros,True,9.818382024765015
binarySort,7000000,40000,zeros,True,12.096213817596436
mergeSort,6000000,40000,zeros,True,29.48591947555542
quickSort,9000000,40000,zeros,True,11.489076137542725
mergeSort,7000000,40000,zeros,True,34.56294584274292
binarySort,8000000,40000,zeros,True,13.69971227645874
binarySort,9000000,40000,zeros,True,15.389169692993164
quickSort,10000000,40000,zeros,True,13.445639610290527
mergeSort,8000000,40000,zeros,True,38.569100856781006
binarySort,10000000,40000,zeros,True,17.14552330970764
quickSort,11000000,40000,zeros,True,14.44648551940918
mergeSort,9000000,40000,zeros,True,43.803996086120605
binarySort,11000000,40000,zeros,True,19.221508026123047
quickSort,12000000,40000,zeros,True,16.88335394859314
mergeSort,10000000,40000,zeros,True,49.44226288795471
binarySort,12000000,40000,zeros,True,20.748848915100098
quickSort,13000000,40000,zeros,True,18.620097875595093
mergeSort,11000000,40000,zeros,True,54.235119104385376
binarySort,13000000,40000,zeros,True,22.940834999084473
quickSort,1000000,50000,zeros,True,0.9486522674560547
quickSort,14000000,40000,zeros,True,20.31254005432129
binarySort,1000000,50000,zeros,True,1.6421103477478027
mergeSort,1000000,50000,zeros,True,4.335146427154541
quickSort,2000000,50000,zeros,True,2.218639850616455
mergeSort,12000000,40000,zeros,True,59.39072561264038
binarySort,2000000,50000,zeros,True,3.275341033935547
quickSort,3000000,50000,zeros,True,3.5144412517547607
mergeSort,2000000,50000,zeros,True,8.780802249908447
binarySort,3000000,50000,zeros,True,4.86294412612915
quickSort,4000000,50000,zeros,True,4.700337648391724
binarySort,14000000,40000,zeros,True,24.411696195602417
mergeSort,3000000,50000,zeros,True,13.945713996887207
binarySort,4000000,50000,zeros,True,7.0512635707855225
quickSort,5000000,50000,zeros,True,6.131608724594116
mergeSort,13000000,40000,zeros,True,65.75556755065918
quickSort,6000000,50000,zeros,True,7.942432880401611
binarySort,5000000,50000,zeros,True,8.395446300506592
mergeSort,4000000,50000,zeros,True,19.03701400756836
quickSort,7000000,50000,zeros,True,9.22420597076416
binarySort,6000000,50000,zeros,True,9.762983322143555
mergeSort,5000000,50000,zeros,True,23.626137733459473
mergeSort,14000000,40000,zeros,True,71.44185614585876
quickSort,8000000,50000,zeros,True,9.952770948410034
mergeSort,6000000,50000,zeros,True,28.87183117866516
binarySort,7000000,50000,zeros,True,11.90469217300415
binarySort,8000000,50000,zeros,True,13.810724258422852
mergeSort,7000000,50000,zeros,True,33.377609968185425
quickSort,9000000,50000,zeros,True,11.937268257141113
binarySort,9000000,50000,zeros,True,15.07651662826538
mergeSort,8000000,50000,zeros,True,38.9746949672699
quickSort,10000000,50000,zeros,True,15.246310472488403
binarySort,10000000,50000,zeros,True,17.589200973510742
quickSort,11000000,50000,zeros,True,15.098426103591919
mergeSort,9000000,50000,zeros,True,44.15315008163452
binarySort,11000000,50000,zeros,True,19.152944326400757
quickSort,12000000,50000,zeros,True,16.269368886947632
mergeSort,10000000,50000,zeros,True,50.24323844909668
binarySort,12000000,50000,zeros,True,21.07661533355713
quickSort,13000000,50000,zeros,True,17.287758111953735
mergeSort,11000000,50000,zeros,True,55.555914878845215
binarySort,13000000,50000,zeros,True,22.62030553817749
quickSort,14000000,50000,zeros,True,18.861236572265625
quickSort,1000000,10000,right_skewed,True,1.6769733428955078
binarySort,1000000,10000,right_skewed,True,1.5443000793457031
mergeSort,1000000,10000,right_skewed,True,4.570970773696899
quickSort,2000000,10000,right_skewed,True,3.244063138961792
mergeSort,12000000,50000,zeros,True,60.76695919036865
binarySort,2000000,10000,right_skewed,True,3.1353118419647217
quickSort,3000000,10000,right_skewed,True,4.8221845626831055
mergeSort,2000000,10000,right_skewed,True,9.287641286849976
binarySort,3000000,10000,right_skewed,True,4.7734503746032715
quickSort,4000000,10000,right_skewed,True,6.963289022445679
binarySort,14000000,50000,zeros,True,24.610047340393066
mergeSort,3000000,10000,right_skewed,True,14.276171207427979
mergeSort,13000000,50000,zeros,True,64.78274202346802
binarySort,4000000,10000,right_skewed,True,6.755935192108154
quickSort,5000000,10000,right_skewed,True,8.824456214904785
binarySort,5000000,10000,right_skewed,True,8.396725177764893
mergeSort,4000000,10000,right_skewed,True,19.674477100372314
quickSort,6000000,10000,right_skewed,True,11.138468742370605
binarySort,6000000,10000,right_skewed,True,10.172616720199585
mergeSort,5000000,10000,right_skewed,True,24.816637754440308
mergeSort,14000000,50000,zeros,True,70.54412031173706
quickSort,7000000,10000,right_skewed,True,13.28252100944519
binarySort,7000000,10000,right_skewed,True,12.212412357330322
mergeSort,6000000,10000,right_skewed,True,30.092442512512207
quickSort,8000000,10000,right_skewed,True,15.721951007843018
binarySort,8000000,10000,right_skewed,True,14.584355115890503
mergeSort,7000000,10000,right_skewed,True,35.97823452949524
quickSort,9000000,10000,right_skewed,True,18.885637283325195
binarySort,9000000,10000,right_skewed,True,16.371015548706055
quickSort,10000000,10000,right_skewed,True,22.208778381347656
mergeSort,8000000,10000,right_skewed,True,41.36586880683899
binarySort,10000000,10000,right_skewed,True,18.03291416168213
quickSort,11000000,10000,right_skewed,True,22.822628021240234
mergeSort,9000000,10000,right_skewed,True,46.941988945007324
binarySort,11000000,10000,right_skewed,True,19.86995029449463
mergeSort,10000000,10000,right_skewed,True,52.39968514442444
quickSort,12000000,10000,right_skewed,True,28.44171714782715
binarySort,12000000,10000,right_skewed,True,22.52408742904663
quickSort,13000000,10000,right_skewed,True,27.96320652961731
mergeSort,11000000,10000,right_skewed,True,59.226853370666504
binarySort,13000000,10000,right_skewed,True,23.446666717529297
quickSort,1000000,20000,right_skewed,True,1.5369024276733398
mergeSort,1000000,20000,right_skewed,True,4.290183067321777
binarySort,1000000,20000,right_skewed,True,1.6003446578979492
quickSort,14000000,10000,right_skewed,True,30.111045360565186
quickSort,2000000,20000,right_skewed,True,3.192181348800659
binarySort,2000000,20000,right_skewed,True,3.353422164916992
mergeSort,12000000,10000,right_skewed,True,63.47470831871033
mergeSort,2000000,20000,right_skewed,True,9.118468999862671
quickSort,3000000,20000,right_skewed,True,5.277493000030518
binarySort,14000000,10000,right_skewed,True,25.65651535987854
binarySort,3000000,20000,right_skewed,True,5.153055191040039
quickSort,4000000,20000,right_skewed,True,7.183515310287476
mergeSort,3000000,20000,right_skewed,True,14.450177192687988
binarySort,4000000,20000,right_skewed,True,7.145678520202637
quickSort,5000000,20000,right_skewed,True,11.161741018295288
mergeSort,4000000,20000,right_skewed,True,19.67971658706665
binarySort,5000000,20000,right_skewed,True,9.197067737579346
mergeSort,13000000,10000,right_skewed,True,69.50352883338928
quickSort,6000000,20000,right_skewed,True,13.135327816009521
binarySort,6000000,20000,right_skewed,True,11.07177734375
mergeSort,5000000,20000,right_skewed,True,25.483672857284546
quickSort,7000000,20000,right_skewed,True,16.173898696899414
mergeSort,14000000,10000,right_skewed,True,75.7501163482666
binarySort,7000000,20000,right_skewed,True,13.02231740951538
mergeSort,6000000,20000,right_skewed,True,30.74908208847046
quickSort,8000000,20000,right_skewed,True,17.609971284866333
binarySort,8000000,20000,right_skewed,True,15.268946647644043
quickSort,9000000,20000,right_skewed,True,19.4489004611969
mergeSort,7000000,20000,right_skewed,True,35.89464473724365
binarySort,9000000,20000,right_skewed,True,17.116692304611206
mergeSort,8000000,20000,right_skewed,True,42.01319169998169
quickSort,10000000,20000,right_skewed,True,23.077744483947754
binarySort,10000000,20000,right_skewed,True,18.97462797164917
quickSort,11000000,20000,right_skewed,True,24.64982843399048
mergeSort,9000000,20000,right_skewed,True,47.51276683807373
binarySort,11000000,20000,right_skewed,True,21.37369418144226
quickSort,12000000,20000,right_skewed,True,25.78890872001648
mergeSort,10000000,20000,right_skewed,True,52.78798770904541
binarySort,12000000,20000,right_skewed,True,23.343207359313965
quickSort,13000000,20000,right_skewed,True,28.499338626861572
mergeSort,11000000,20000,right_skewed,True,58.618550539016724
binarySort,13000000,20000,right_skewed,True,25.176533222198486
quickSort,1000000,30000,right_skewed,True,1.5673203468322754
mergeSort,1000000,30000,right_skewed,True,4.654056072235107
binarySort,1000000,30000,right_skewed,True,1.6785187721252441
quickSort,14000000,20000,right_skewed,True,31.47442626953125
quickSort,2000000,30000,right_skewed,True,3.6768949031829834
mergeSort,12000000,20000,right_skewed,True,64.79979920387268
binarySort,2000000,30000,right_skewed,True,3.2786293029785156
mergeSort,2000000,30000,right_skewed,True,9.220142126083374
quickSort,3000000,30000,right_skewed,True,5.498029708862305
binarySort,14000000,20000,right_skewed,True,27.226980209350586
binarySort,3000000,30000,right_skewed,True,5.359706401824951
quickSort,4000000,30000,right_skewed,True,7.693603515625
mergeSort,3000000,30000,right_skewed,True,14.894451141357422
binarySort,4000000,30000,right_skewed,True,6.927880764007568
mergeSort,13000000,20000,right_skewed,True,69.89460277557373
quickSort,5000000,30000,right_skewed,True,9.615834951400757
mergeSort,4000000,30000,right_skewed,True,19.785821437835693
binarySort,5000000,30000,right_skewed,True,8.816266536712646
quickSort,6000000,30000,right_skewed,True,13.128123044967651
binarySort,6000000,30000,right_skewed,True,11.20645809173584
mergeSort,5000000,30000,right_skewed,True,24.888038873672485
quickSort,7000000,30000,right_skewed,True,14.86974573135376
mergeSort,14000000,20000,right_skewed,True,76.4889006614685
binarySort,7000000,30000,right_skewed,True,12.95912504196167
mergeSort,6000000,30000,right_skewed,True,30.601090908050537
quickSort,8000000,30000,right_skewed,True,17.61111307144165
binarySort,8000000,30000,right_skewed,True,15.057401657104492
quickSort,9000000,30000,right_skewed,True,19.49797534942627
mergeSort,7000000,30000,right_skewed,True,36.23043251037598
binarySort,9000000,30000,right_skewed,True,16.970776319503784
mergeSort,8000000,30000,right_skewed,True,41.204514026641846
quickSort,10000000,30000,right_skewed,True,21.814216375350952
binarySort,10000000,30000,right_skewed,True,19.312655448913574
mergeSort,9000000,30000,right_skewed,True,47.3506646156311
quickSort,11000000,30000,right_skewed,True,26.7476327419281
binarySort,11000000,30000,right_skewed,True,21.40019416809082
quickSort,12000000,30000,right_skewed,True,27.31751585006714
mergeSort,10000000,30000,right_skewed,True,53.31250524520874
binarySort,12000000,30000,right_skewed,True,23.0112247467041
mergeSort,11000000,30000,right_skewed,True,58.05257534980774
quickSort,13000000,30000,right_skewed,True,30.23876690864563
binarySort,13000000,30000,right_skewed,True,25.165908813476562
quickSort,1000000,40000,right_skewed,True,1.6062254905700684
mergeSort,1000000,40000,right_skewed,True,4.526193141937256
binarySort,1000000,40000,right_skewed,True,1.809117078781128
quickSort,2000000,40000,right_skewed,True,3.6481425762176514
mergeSort,12000000,30000,right_skewed,True,64.09348392486572
quickSort,14000000,30000,right_skewed,True,34.757835388183594
binarySort,2000000,40000,right_skewed,True,3.548487424850464
quickSort,3000000,40000,right_skewed,True,5.553436040878296
binarySort,14000000,30000,right_skewed,True,27.79380965232849
mergeSort,2000000,40000,right_skewed,True,9.363796472549438
binarySort,3000000,40000,right_skewed,True,5.512462139129639
quickSort,4000000,40000,right_skewed,True,7.422954320907593
mergeSort,3000000,40000,right_skewed,True,14.484485864639282
binarySort,4000000,40000,right_skewed,True,7.335724353790283
mergeSort,13000000,30000,right_skewed,True,69.23246335983276
quickSort,5000000,40000,right_skewed,True,9.986782789230347
mergeSort,4000000,40000,right_skewed,True,19.848037481307983
binarySort,5000000,40000,right_skewed,True,9.738044023513794
quickSort,6000000,40000,right_skewed,True,13.183370590209961
binarySort,6000000,40000,right_skewed,True,11.647033452987671
mergeSort,5000000,40000,right_skewed,True,25.113492012023926
quickSort,7000000,40000,right_skewed,True,14.896352767944336
mergeSort,14000000,30000,right_skewed,True,76.47898626327515
binarySort,7000000,40000,right_skewed,True,13.706029891967773
mergeSort,6000000,40000,right_skewed,True,30.56449556350708
quickSort,8000000,40000,right_skewed,True,18.980478763580322
binarySort,8000000,40000,right_skewed,True,16.234666109085083
mergeSort,7000000,40000,right_skewed,True,35.61600708961487
quickSort,9000000,40000,right_skewed,True,21.6271870136261
binarySort,9000000,40000,right_skewed,True,18.07365369796753
mergeSort,8000000,40000,right_skewed,True,41.708430767059326
quickSort,10000000,40000,right_skewed,True,23.56311345100403
binarySort,10000000,40000,right_skewed,True,20.45156168937683
mergeSort,9000000,40000,right_skewed,True,47.48809242248535
quickSort,11000000,40000,right_skewed,True,26.22530961036682
binarySort,11000000,40000,right_skewed,True,22.390918254852295
mergeSort,10000000,40000,right_skewed,True,52.5935595035553
quickSort,12000000,40000,right_skewed,True,28.91184091567993
binarySort,12000000,40000,right_skewed,True,24.750510454177856
mergeSort,11000000,40000,right_skewed,True,58.501351833343506
quickSort,13000000,40000,right_skewed,True,30.15548849105835
binarySort,13000000,40000,right_skewed,True,26.615233421325684
quickSort,1000000,50000,right_skewed,True,1.6280906200408936
mergeSort,1000000,50000,right_skewed,True,4.443625211715698
binarySort,1000000,50000,right_skewed,True,1.6423604488372803
mergeSort,12000000,40000,right_skewed,True,63.642943143844604
quickSort,2000000,50000,right_skewed,True,3.4445478916168213
quickSort,14000000,40000,right_skewed,True,33.141711950302124
binarySort,2000000,50000,right_skewed,True,3.6097121238708496
mergeSort,2000000,50000,right_skewed,True,9.173934936523438
quickSort,3000000,50000,right_skewed,True,6.292432069778442
binarySort,14000000,40000,right_skewed,True,28.940772533416748
binarySort,3000000,50000,right_skewed,True,5.625988483428955
quickSort,4000000,50000,right_skewed,True,8.69560694694519
mergeSort,3000000,50000,right_skewed,True,14.579069137573242
binarySort,4000000,50000,right_skewed,True,7.357301235198975
mergeSort,13000000,40000,right_skewed,True,69.91983294487
quickSort,5000000,50000,right_skewed,True,10.122467517852783
mergeSort,4000000,50000,right_skewed,True,19.905457973480225
binarySort,5000000,50000,right_skewed,True,9.847986459732056
quickSort,6000000,50000,right_skewed,True,12.825141429901123
binarySort,6000000,50000,right_skewed,True,11.328210353851318
mergeSort,5000000,50000,right_skewed,True,25.34868359565735
quickSort,7000000,50000,right_skewed,True,15.182037115097046
mergeSort,14000000,40000,right_skewed,True,76.0206549167633
binarySort,7000000,50000,right_skewed,True,13.481516361236572
mergeSort,6000000,50000,right_skewed,True,29.95630717277527
quickSort,8000000,50000,right_skewed,True,17.806455373764038
binarySort,8000000,50000,right_skewed,True,15.863848447799683
mergeSort,7000000,50000,right_skewed,True,35.82830739021301
quickSort,9000000,50000,right_skewed,True,22.20313286781311
binarySort,9000000,50000,right_skewed,True,18.371288776397705
mergeSort,8000000,50000,right_skewed,True,41.466169118881226
quickSort,10000000,50000,right_skewed,True,23.916404008865356
binarySort,10000000,50000,right_skewed,True,20.4442720413208
mergeSort,9000000,50000,right_skewed,True,48.35970497131348
quickSort,11000000,50000,right_skewed,True,26.126288175582886
binarySort,11000000,50000,right_skewed,True,22.395203590393066
mergeSort,10000000,50000,right_skewed,True,53.61162233352661
