method,size,range,distribution,ordered,time
quickSort,11000000,30000,right_skewed,True,19.88957643508911
binarySort,12000000,20000,right_skewed,True,21.45253324508667
binarySort,11000000,30000,right_skewed,True,19.233875274658203
quickSort,12000000,30000,right_skewed,True,21.365396976470947
mergeSort,12000000,20000,right_skewed,True,52.080811500549316
mergeSort,11000000,30000,right_skewed,True,48.17823648452759
quickSort,11000000,40000,right_skewed,True,20.88600516319275
binarySort,12000000,30000,right_skewed,True,21.6685848236084
binarySort,11000000,40000,right_skewed,True,20.481964349746704
quickSort,12000000,40000,right_skewed,True,22.381758451461792
mergeSort,12000000,30000,right_skewed,True,53.00804877281189
mergeSort,11000000,40000,right_skewed,True,49.29403853416443
binarySort,12000000,40000,right_skewed,True,24.602708101272583
quickSort,11000000,50000,right_skewed,True,23.19028353691101
binarySort,11000000,50000,right_skewed,True,21.472644090652466
mergeSort,12000000,40000,right_skewed,True,55.779380321502686
quickSort,12000000,50000,right_skewed,True,24.102107763290405
quickSort,11000000,10000,left_skewed,True,2.5868911743164062
mergeSort,11000000,50000,right_skewed,True,48.87103796005249
binarySort,12000000,50000,right_skewed,True,21.989864349365234
quickSort,12000000,10000,left_skewed,True,2.8298940658569336
binarySort,11000000,10000,left_skewed,True,8.243011951446533
binarySort,12000000,10000,left_skewed,True,9.286147832870483
quickSort,11000000,20000,left_skewed,True,2.6331989765167236
mergeSort,11000000,10000,left_skewed,True,40.30379247665405
mergeSort,12000000,50000,right_skewed,True,53.16765475273132
binarySort,11000000,20000,left_skewed,True,8.154772520065308
quickSort,12000000,20000,left_skewed,True,3.2494277954101562
binarySort,12000000,20000,left_skewed,True,9.186304569244385
quickSort,11000000,30000,left_skewed,True,2.6211655139923096
mergeSort,12000000,10000,left_skewed,True,45.32836174964905
binarySort,11000000,30000,left_skewed,True,8.375331401824951
mergeSort,11000000,20000,left_skewed,True,40.30244302749634
quickSort,12000000,30000,left_skewed,True,2.9333789348602295
binarySort,12000000,30000,left_skewed,True,9.554607629776001
mergeSort,12000000,20000,left_skewed,True,44.8816864490509
quickSort,11000000,40000,left_skewed,True,2.7429676055908203
mergeSort,11000000,30000,left_skewed,True,41.79410409927368
binarySort,11000000,40000,left_skewed,True,9.237099409103394
quickSort,12000000,40000,left_skewed,True,2.7373924255371094
binarySort,12000000,40000,left_skewed,True,9.205129384994507
mergeSort,12000000,30000,left_skewed,True,45.13237810134888
quickSort,11000000,50000,left_skewed,True,2.8884072303771973
mergeSort,11000000,40000,left_skewed,True,40.76334857940674
binarySort,11000000,50000,left_skewed,True,8.427371501922607
quickSort,12000000,50000,left_skewed,True,2.664576292037964
binarySort,12000000,50000,left_skewed,True,9.190343141555786
mergeSort,12000000,40000,left_skewed,True,45.00455117225647
mergeSort,11000000,50000,left_skewed,True,38.24786400794983
mergeSort,12000000,50000,left_skewed,True,38.355266094207764
